sku,color,size,quantity,category,design_number,lot_number,lot_code
T.B44,,,2,6211 SUIT,SF589B,,
T.B46,,,2,6211 SUIT,SF589B,,
SF676A-007XL-XL,GREEN,XL,1,6211 SUIT,SF676A,,
SF737A-010XL-XL,ONION,XL,3,6211 SUIT,SF737A,,
SF772A-002M-M,BLUE,M,1,6211 SUIT,SF772A,,
SF792A-007M-M,GREEN,M,1,6211 SUIT,SF792A,,
SF857A-002L-L,BLUE,L,2,6211 SUIT,SF857A,,
SF857A-008L-L,BROWN,L,1,6211 SUIT,SF857A,,
SF857A-008M-M,BROWN,M,2,6211 SUIT,SF857A,,
SF857A-010M-M,ONION,M,1,6211 SUIT,SF857A,,
SF899B-007M-M,GREEN,M,1,6211 SUIT,SF899B,,
SF914A-001XL-XL,BLACK,XL,1,6211 SUIT,SF914A,,
SF914A-001XXL-XXL,BLACK,XXL,1,6211 SUIT,SF914A,,
SF914A-007L-L,GREEN,L,1,6211 SUIT,SF914A,,
SF916A-007M-M,GREEN,M,1,6211 SUIT,SF916A,,
SF916A-011M-M,RANI,M,2,6211 SUIT,SF916A,,
SFGS38-008XXL-XXL,BROWN,XXL,1,6211 SUIT,SFGS38,,
SFGS38-020XL-XL,WHITE,XL,1,6211 SUIT,SFGS38,,
00738,,,2,6211 SUIT,SFT191,,
00942,,,1,6211 SUIT,SFT589,,
SFT799-04-XL,MOVE,XL,1,6211 SUIT,SFT799,,
SFT862-01942-42,GREY,42,1,6211 SUIT,SFT862,,
SFT894-20030-42,BLACK,42,1,6211 SUIT,SFT894,243,20030
SFT900-008M-M,BROWN,M,1,6211 SUIT,SFT900,,
SFT934-009L-L,WINE,L,1,6211 SUIT,SFT934,,
SFT948-T.BXXL-XXL,T.BLUE,XXL,1,6211 SUIT,SFT948,,
SFT956-08045-40,WHITE,40,1,6211 SUIT,SFT956,OFF,08045
SFT961-14050-M,BLACK,M,1,6211 SUIT,SFT961,014,14050
SFT961-22045-46,WHITE,46,1,6211 SUIT,SFT961,OFF,22045
02038,,,3,6211 SUIT,SFT980,,
02042,,,2,6211 SUIT,SFT980,,
02046,,,3,6211 SUIT,SFT980,,
SFT986-01060-M,GREEN,M,1,6211 SUIT,SFT986,PISTA,01060
SK1019-04063-42,MOVE,42,1,6211 SUIT,SK1019,586,04063
SK1019-03063-M,MOVE,M,1,6211 SUIT,SK1019,363,03063
SK1019-LMN38-38,LEMON,38,1,6211 SUIT,SK1019,,
SQ0001-01010-44,MUSTARD,44,1,6211 SUIT,SQ0001,475,01010
SQ0002-02021-44,PURPLE,44,1,6211 SUIT,SQ0002,021,02021
SQ0002-02021-38,RANI,38,1,6211 SUIT,SQ0002,021,02021
SQ0003-01001-40,RANI,40,1,6211 SUIT,SQ0003,101,01001
UN0132-00738-38,GREEN,38,1,6211 SUIT,UN0132,,
UN0132-00740-40,GREEN,40,2,6211 SUIT,UN0132,,
UN0132-00742-42,GREEN,42,1,6211 SUIT,UN0132,,
UN0132-00744-44,GREEN,44,1,6211 SUIT,UN0132,,
UN0132-00746-46,GREEN,46,2,6211 SUIT,UN0132,,
UN0132-01042-42,ONION,42,1,6211 SUIT,UN0132,,
UN1161-01040-40,ONION,40,1,6211 SUIT,UN1161,,
UN1161-01046-46,ONION,46,1,6211 SUIT,UN1161,,
UN1195-00642-42,MUSTARD,42,1,6211 SUIT,UN1195,,
UN1195-00650-50,MUSTARD,50,1,6211 SUIT,UN1195,,
UV1233,,,1,6211 SUIT,UN1195,,
UN1195-00742-42,GREEN,42,1,6211 SUIT,UN1195,,
UV1257,,,1,6211 SUIT,UN1195,,
UN1195-01540-40,PINK,40,1,6211 SUIT,UN1195,,
UV1296,,,2,6211 SUIT,UN1195,,
UN1195-04-40,MOVE,40,2,6211 SUIT,UN1195,,
MS17US-010FREE-FREE_SIZE,ONION,FREE_SIZE,1,FINISHED UNSTITCH,MS17US,,
NK118U-01016-FREE_SIZE,BLUE,FREE_SIZE,1,FINISHED UNSTITCH,NK118U,,01016
NK121U-01018-FREE_SIZE,BLUE,FREE_SIZE,1,FINISHED UNSTITCH,NK121U,,01018
NK121U-01018-FREE_SIZE,MUSTARD,FREE_SIZE,3,FINISHED UNSTITCH,NK121U,,01018
NK121U-01018-FREE_SIZE,OFF WHITE,FREE_SIZE,1,FINISHED UNSTITCH,NK121U,,01018
NK131U-01015-FREE_SIZE,GREEN,FREE_SIZE,1,FINISHED UNSTITCH,NK131U,,01015
NK138U-01015-FREE_SIZE,GREEN,FREE_SIZE,1,FINISHED UNSTITCH,NK138U,,01015
NK138U-01015-FREE_SIZE,OFF WHITE,FREE_SIZE,2,FINISHED UNSTITCH,NK138U,,01015
NK143U-01010-FREE_SIZE,T.BLUE,FREE_SIZE,1,FINISHED UNSTITCH,NK143U,,01010
S1161U-28009-FREE_SIZE,GREEN,FREE_SIZE,2,FINISHED UNSTITCH,S1161U,,28009
04,,,1,FINISHED UNSTITCH,S1241U,,
S1311U-02060-FREE_SIZE,GREY,FREE_SIZE,1,FINISHED UNSTITCH,S1311U,,02060
S1320U-03060-FREE_SIZE,RED,FREE_SIZE,1,FINISHED UNSTITCH,S1320U,,03060
S1448U-04042-FREE_SIZE,ONION,FREE_SIZE,2,FINISHED UNSTITCH,S1448U,,04042
04,,,1,FINISHED UNSTITCH,S1448U,,
S1448U-04042-FREE_SIZE,LEMON,FREE_SIZE,1,FINISHED UNSTITCH,S1448U,,04042
S1471U-06006-FREE_SIZE,GREEN,FREE_SIZE,1,FINISHED UNSTITCH,S1471U,,06006
S1488U-09007-FREE_SIZE,GREEN,FREE_SIZE,1,FINISHED UNSTITCH,S1488U,,09007
S1488U-07009-FREE_SIZE,ONION,FREE_SIZE,1,FINISHED UNSTITCH,S1488U,,07009
S1488U-09007-FREE_SIZE,ONION,FREE_SIZE,1,FINISHED UNSTITCH,S1488U,,09007
S1489U-08006-FREE_SIZE,PURPLE,FREE_SIZE,1,FINISHED UNSTITCH,S1489U,,08006
S1489U-06060-FREE_SIZE,PURPLE,FREE_SIZE,2,FINISHED UNSTITCH,S1489U,,06060
S1491U-04011-FREE_SIZE,BEIGE,FREE_SIZE,2,FINISHED UNSTITCH,S1491U,,04011
S1491U-04011-FREE_SIZE,MAROON,FREE_SIZE,2,FINISHED UNSTITCH,S1491U,,04011
S1501U-07009-FREE_SIZE,GREEN,FREE_SIZE,1,FINISHED UNSTITCH,S1501U,,07009
S1501U-07009-FREE_SIZE,PEACH,FREE_SIZE,2,FINISHED UNSTITCH,S1501U,,07009
04,,,1,FINISHED UNSTITCH,S1501U,,
S1545U-08045-FREE_SIZE,ONION,FREE_SIZE,1,FINISHED UNSTITCH,S1545U,,08045
04,,,2,FINISHED UNSTITCH,S1545U,,
S1550U-09006-FREE_SIZE,OFF WHITE,FREE_SIZE,1,FINISHED UNSTITCH,S1550U,,09006
S1550U-07060-FREE_SIZE,MOUSE,FREE_SIZE,1,FINISHED UNSTITCH,S1550U,,07060
S1550U-09006-FREE_SIZE,T.BLUE,FREE_SIZE,1,FINISHED UNSTITCH,S1550U,,09006
04,,,1,FINISHED UNSTITCH,S1556U,,
S1561U-06041-FREE_SIZE,ONION,FREE_SIZE,2,FINISHED UNSTITCH,S1561U,,06041
S1563U-09009-FREE_SIZE,PURPLE,FREE_SIZE,1,FINISHED UNSTITCH,S1563U,,09009
S1563U-09009-FREE_SIZE,PEACH,FREE_SIZE,1,FINISHED UNSTITCH,S1563U,,09009
S1606U-02030-FREE_SIZE,BLUE,FREE_SIZE,3,FINISHED UNSTITCH,S1606U,,02030
S1625U-03009-FREE_SIZE,BLUE,FREE_SIZE,1,FINISHED UNSTITCH,S1625U,,03009
S1625U-03009-FREE_SIZE,T.BLUE,FREE_SIZE,1,FINISHED UNSTITCH,S1625U,,03009
S1633U-08006-FREE_SIZE,BEIGE,FREE_SIZE,1,FINISHED UNSTITCH,S1633U,,08006
04,,,2,FINISHED UNSTITCH,S1633U,,
04,,,1,FINISHED UNSTITCH,S1634U,,
04,,,1,FINISHED UNSTITCH,S1642U,,
S1642U-02002-FREE_SIZE,F.BLUE,FREE_SIZE,1,FINISHED UNSTITCH,S1642U,,02002
S1644U-04006-FREE_SIZE,PURPLE,FREE_SIZE,2,FINISHED UNSTITCH,S1644U,,04006
S1644U-04006-FREE_SIZE,GREEN,FREE_SIZE,3,FINISHED UNSTITCH,S1644U,,04006
S1745U-04138-50,PURPLE,50,1,FINISHED UNSTITCH,S1745U,842,04138
SAMPLE-007XXL-XXL,GREEN,XXL,2,FINISHED UNSTITCH,SAMPLE,,
SF1501-06030-44,GREEN,44,1,FINISHED UNSTITCH,SF1501,630,06030
SF1501-06030-46,GREEN,46,1,FINISHED UNSTITCH,SF1501,630,06030
SF1501-05045-38,GAJRI,38,3,FINISHED UNSTITCH,SF1501,550,05045
SF1501-06030-46,MOVE,46,2,FINISHED UNSTITCH,SF1501,630,06030
SF856U-019FREE-FREE_SIZE,GREY,FREE_SIZE,1,FINISHED UNSTITCH,SF856U,,
SF980U-15060-FREE_SIZE,T.BLUE,FREE_SIZE,1,FINISHED UNSTITCH,SF980U,,15060
SF991U-10035-FREE_SIZE,OFF WHITE,FREE_SIZE,2,FINISHED UNSTITCH,SF991U,,10035
